clip,segment,actual_type,is_noisy,verdict,conf_synthetic,conf_real,correct
rasa_Hindi_Male_018_multi_no_no_no_wn,2,genuine,False,synthetic,0.6074,0.3926,False
rasa_Hindi_Male_018_multi_no_no_no_wn,3,white_noise,True,synthetic,0.997,0.003,True
rasa_Hindi_Male_018_multi_no_no_ou_no,0,genuine,False,synthetic,0.836,0.164,False
rasa_Hindi_Male_018_multi_no_no_ou_no,1,genuine,False,synthetic,0.9391,0.0609,False
rasa_Hindi_Male_018_multi_no_no_ou_no,2,outdoor,True,synthetic,0.9805,0.0195,True
rasa_Hindi_Male_018_multi_no_no_ou_no,3,genuine,False,real,0.2419,0.7581,True
rasa_Hindi_Male_018_multi_no_wn_no_no,0,genuine,False,synthetic,0.836,0.164,False
rasa_Hindi_Male_018_multi_no_wn_no_no,1,white_noise,True,synthetic,0.993,0.007,True
rasa_Hindi_Male_018_multi_no_wn_no_no,2,genuine,False,synthetic,0.6074,0.3926,False
rasa_Hindi_Male_018_multi_no_wn_no_no,3,genuine,False,real,0.2419,0.7581,True
rasa_Hindi_Male_018_multi_ou_no_no_hu,0,outdoor,True,synthetic,0.9991,0.0009,True
rasa_Hindi_Male_018_multi_ou_no_no_hu,1,genuine,False,synthetic,0.9391,0.0609,False
rasa_Hindi_Male_018_multi_ou_no_no_hu,2,genuine,False,synthetic,0.6074,0.3926,False
rasa_Hindi_Male_018_multi_ou_no_no_hu,3,human,True,synthetic,0.9995,0.0005,True
rasa_Hindi_Male_019_multi_cr_hu_ou_no,0,crowd,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_019_multi_cr_hu_ou_no,1,human,True,synthetic,0.998,0.002,True
rasa_Hindi_Male_019_multi_cr_hu_ou_no,2,outdoor,True,synthetic,0.9939,0.0061,True
rasa_Hindi_Male_019_multi_cr_hu_ou_no,3,genuine,False,real,0.2371,0.7629,True
rasa_Hindi_Male_019_multi_cr_no_ou_wn,0,crowd,True,synthetic,0.9996,0.0004,True
rasa_Hindi_Male_019_multi_cr_no_ou_wn,1,genuine,False,synthetic,0.5592,0.4408,False
rasa_Hindi_Male_019_multi_cr_no_ou_wn,2,outdoor,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_019_multi_cr_no_ou_wn,3,white_noise,True,synthetic,0.9615,0.0385,True
rasa_Hindi_Male_019_multi_no_ra_ou_hu,0,genuine,False,synthetic,0.6937,0.3063,False
rasa_Hindi_Male_019_multi_no_ra_ou_hu,1,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_019_multi_no_ra_ou_hu,2,outdoor,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_019_multi_no_ra_ou_hu,3,human,True,synthetic,0.9995,0.0005,True
rasa_Hindi_Male_019_multi_no_wn_ra_cr,0,genuine,False,synthetic,0.6937,0.3063,False
rasa_Hindi_Male_019_multi_no_wn_ra_cr,1,white_noise,True,synthetic,0.9846,0.0154,True
rasa_Hindi_Male_019_multi_no_wn_ra_cr,2,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_019_multi_no_wn_ra_cr,3,crowd,True,synthetic,0.9992,0.0008,True
rasa_Hindi_Male_020_multi_no_cr_ra_no,0,genuine,False,real,0.0705,0.9295,True
rasa_Hindi_Male_020_multi_no_cr_ra_no,1,crowd,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_020_multi_no_cr_ra_no,2,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_020_multi_no_cr_ra_no,3,genuine,False,synthetic,0.6898,0.3102,False
rasa_Hindi_Male_020_multi_no_no_cr_wn,0,genuine,False,real,0.0705,0.9295,True
rasa_Hindi_Male_020_multi_no_no_cr_wn,1,genuine,False,real,0.2664,0.7336,True
rasa_Hindi_Male_020_multi_no_no_cr_wn,2,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_020_multi_no_no_cr_wn,3,white_noise,True,synthetic,0.9918,0.0082,True
rasa_Hindi_Male_020_multi_no_ou_hv_cr,0,genuine,False,real,0.0705,0.9295,True
rasa_Hindi_Male_020_multi_no_ou_hv_cr,1,outdoor,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_020_multi_no_ou_hv_cr,2,hvac,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_020_multi_no_ou_hv_cr,3,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_020_multi_ra_no_no_no,0,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_020_multi_ra_no_no_no,1,genuine,False,real,0.2664,0.7336,True
rasa_Hindi_Male_020_multi_ra_no_no_no,2,genuine,False,real,0.4029,0.5971,True
rasa_Hindi_Male_020_multi_ra_no_no_no,3,genuine,False,synthetic,0.6898,0.3102,False
rasa_Hindi_Male_021_multi_hv_no_no_no,0,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_021_multi_hv_no_no_no,1,genuine,False,synthetic,0.5687,0.4313,False
rasa_Hindi_Male_021_multi_hv_no_no_no,2,genuine,False,synthetic,0.8605,0.1395,False
rasa_Hindi_Male_021_multi_hv_no_no_no,3,genuine,False,synthetic,0.7464,0.2536,False
rasa_Hindi_Male_021_multi_no_ra_ou_no,0,genuine,False,synthetic,0.7994,0.2006,False
rasa_Hindi_Male_021_multi_no_ra_ou_no,1,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_021_multi_no_ra_ou_no,2,outdoor,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_021_multi_no_ra_ou_no,3,genuine,False,synthetic,0.7464,0.2536,False
rasa_Hindi_Male_021_multi_no_ra_wn_hu,0,genuine,False,synthetic,0.7994,0.2006,False
rasa_Hindi_Male_021_multi_no_ra_wn_hu,1,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_021_multi_no_ra_wn_hu,2,white_noise,True,synthetic,0.9971,0.0029,True
rasa_Hindi_Male_021_multi_no_ra_wn_hu,3,human,True,synthetic,0.999,0.001,True
rasa_Hindi_Male_021_multi_wn_ou_cr_no,0,white_noise,True,synthetic,0.9746,0.0254,True
rasa_Hindi_Male_021_multi_wn_ou_cr_no,1,outdoor,True,synthetic,0.9986,0.0014,True
rasa_Hindi_Male_021_multi_wn_ou_cr_no,2,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_021_multi_wn_ou_cr_no,3,genuine,False,synthetic,0.7464,0.2536,False
rasa_Hindi_Male_022_multi_cr_no_ou_ra,0,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_022_multi_cr_no_ou_ra,1,genuine,False,real,0.1774,0.8226,True
rasa_Hindi_Male_022_multi_cr_no_ou_ra,2,outdoor,True,synthetic,0.9995,0.0005,True
rasa_Hindi_Male_022_multi_cr_no_ou_ra,3,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_022_multi_hv_ou_no_hu,0,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_022_multi_hv_ou_no_hu,1,outdoor,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_022_multi_hv_ou_no_hu,2,genuine,False,synthetic,0.87,0.13,False
rasa_Hindi_Male_022_multi_hv_ou_no_hu,3,human,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_022_multi_ou_wn_no_no,0,outdoor,True,synthetic,0.9958,0.0042,True
rasa_Hindi_Male_022_multi_ou_wn_no_no,1,white_noise,True,synthetic,0.9627,0.0373,True
rasa_Hindi_Male_022_multi_ou_wn_no_no,2,genuine,False,synthetic,0.87,0.13,False
rasa_Hindi_Male_022_multi_ou_wn_no_no,3,genuine,False,synthetic,0.7643,0.2357,False
rasa_Hindi_Male_022_multi_ra_no_cr_ou,0,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_022_multi_ra_no_cr_ou,1,genuine,False,real,0.1774,0.8226,True
rasa_Hindi_Male_022_multi_ra_no_cr_ou,2,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_022_multi_ra_no_cr_ou,3,outdoor,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_023_multi_hu_no_cr_no,0,human,True,synthetic,0.9996,0.0004,True
rasa_Hindi_Male_023_multi_hu_no_cr_no,1,genuine,False,synthetic,0.9449,0.0551,False
rasa_Hindi_Male_023_multi_hu_no_cr_no,2,crowd,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_023_multi_hu_no_cr_no,3,genuine,False,real,0.4449,0.5551,True
rasa_Hindi_Male_023_multi_hv_hu_no_cr,0,hvac,True,synthetic,0.9995,0.0005,True
rasa_Hindi_Male_023_multi_hv_hu_no_cr,1,human,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_023_multi_hv_hu_no_cr,2,genuine,False,synthetic,0.5376,0.4624,False
rasa_Hindi_Male_023_multi_hv_hu_no_cr,3,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_023_multi_no_hv_no_cr,0,genuine,False,real,0.2956,0.7044,True
rasa_Hindi_Male_023_multi_no_hv_no_cr,1,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_023_multi_no_hv_no_cr,2,genuine,False,synthetic,0.5376,0.4624,False
rasa_Hindi_Male_023_multi_no_hv_no_cr,3,crowd,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_023_multi_no_no_ra_no,0,genuine,False,real,0.2956,0.7044,True
rasa_Hindi_Male_023_multi_no_no_ra_no,1,genuine,False,synthetic,0.9449,0.0551,False
rasa_Hindi_Male_023_multi_no_no_ra_no,2,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_023_multi_no_no_ra_no,3,genuine,False,real,0.4449,0.5551,True
rasa_Hindi_Male_024_multi_cr_no_ou_no,0,crowd,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_024_multi_cr_no_ou_no,1,genuine,False,synthetic,0.5827,0.4173,False
rasa_Hindi_Male_024_multi_cr_no_ou_no,2,outdoor,True,synthetic,0.9987,0.0013,True
rasa_Hindi_Male_024_multi_cr_no_ou_no,3,genuine,False,synthetic,0.6593,0.3407,False
rasa_Hindi_Male_024_multi_no_no_no_cr,0,genuine,False,synthetic,0.9953,0.0047,False
rasa_Hindi_Male_024_multi_no_no_no_cr,1,genuine,False,synthetic,0.5827,0.4173,False
rasa_Hindi_Male_024_multi_no_no_no_cr,2,genuine,False,synthetic,0.9105,0.0895,False
rasa_Hindi_Male_024_multi_no_no_no_cr,3,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_024_multi_no_no_no_ra,0,genuine,False,synthetic,0.9953,0.0047,False
rasa_Hindi_Male_024_multi_no_no_no_ra,1,genuine,False,synthetic,0.5827,0.4173,False
rasa_Hindi_Male_024_multi_no_no_no_ra,2,genuine,False,synthetic,0.9105,0.0895,False
rasa_Hindi_Male_024_multi_no_no_no_ra,3,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_024_multi_ra_ou_no_hu,0,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_024_multi_ra_ou_no_hu,1,outdoor,True,synthetic,0.994,0.006,True
rasa_Hindi_Male_024_multi_ra_ou_no_hu,2,genuine,False,synthetic,0.9105,0.0895,False
rasa_Hindi_Male_024_multi_ra_ou_no_hu,3,human,True,synthetic,0.9995,0.0005,True
rasa_Hindi_Male_025_multi_cr_no_no_no,0,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_025_multi_cr_no_no_no,1,genuine,False,synthetic,0.5889,0.4111,False
rasa_Hindi_Male_025_multi_cr_no_no_no,2,genuine,False,synthetic,0.8148,0.1852,False
rasa_Hindi_Male_025_multi_cr_no_no_no,3,genuine,False,synthetic,0.9316,0.0684,False
rasa_Hindi_Male_025_multi_cr_wn_no_hv,0,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_025_multi_cr_wn_no_hv,1,white_noise,True,synthetic,0.9636,0.0364,True
rasa_Hindi_Male_025_multi_cr_wn_no_hv,2,genuine,False,synthetic,0.8148,0.1852,False
rasa_Hindi_Male_025_multi_cr_wn_no_hv,3,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_025_multi_no_no_no_cr,0,genuine,False,synthetic,0.786,0.214,False
rasa_Hindi_Male_025_multi_no_no_no_cr,1,genuine,False,synthetic,0.5889,0.4111,False
rasa_Hindi_Male_025_multi_no_no_no_cr,2,genuine,False,synthetic,0.8148,0.1852,False
rasa_Hindi_Male_025_multi_no_no_no_cr,3,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_025_multi_ra_no_no_no,0,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_025_multi_ra_no_no_no,1,genuine,False,synthetic,0.5889,0.4111,False
rasa_Hindi_Male_025_multi_ra_no_no_no,2,genuine,False,synthetic,0.8148,0.1852,False
rasa_Hindi_Male_025_multi_ra_no_no_no,3,genuine,False,synthetic,0.9316,0.0684,False
rasa_Hindi_Male_026_multi_hu_no_wn_ou,0,human,True,synthetic,0.9994,0.0006,True
rasa_Hindi_Male_026_multi_hu_no_wn_ou,1,genuine,False,synthetic,0.7932,0.2068,False
rasa_Hindi_Male_026_multi_hu_no_wn_ou,2,white_noise,True,synthetic,0.9924,0.0076,True
rasa_Hindi_Male_026_multi_hu_no_wn_ou,3,outdoor,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_026_multi_no_cr_no_wn,0,genuine,False,synthetic,0.6538,0.3462,False
rasa_Hindi_Male_026_multi_no_cr_no_wn,1,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_026_multi_no_cr_no_wn,2,genuine,False,synthetic,0.9353,0.0647,False
rasa_Hindi_Male_026_multi_no_cr_no_wn,3,white_noise,True,synthetic,0.997,0.003,True
rasa_Hindi_Male_026_multi_no_ou_ra_wn,0,genuine,False,synthetic,0.6538,0.3462,False
rasa_Hindi_Male_026_multi_no_ou_ra_wn,1,outdoor,True,synthetic,0.9985,0.0015,True
rasa_Hindi_Male_026_multi_no_ou_ra_wn,2,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_026_multi_no_ou_ra_wn,3,white_noise,True,synthetic,0.9937,0.0063,True
rasa_Hindi_Male_026_multi_no_wn_no_ra,0,genuine,False,synthetic,0.6538,0.3462,False
rasa_Hindi_Male_026_multi_no_wn_no_ra,1,white_noise,True,synthetic,0.9983,0.0017,True
rasa_Hindi_Male_026_multi_no_wn_no_ra,2,genuine,False,synthetic,0.9353,0.0647,False
rasa_Hindi_Male_026_multi_no_wn_no_ra,3,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_027_multi_no_hv_no_wn,0,genuine,False,synthetic,0.7727,0.2273,False
rasa_Hindi_Male_027_multi_no_hv_no_wn,1,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_027_multi_no_hv_no_wn,2,genuine,False,synthetic,0.5152,0.4848,False
rasa_Hindi_Male_027_multi_no_hv_no_wn,3,white_noise,True,synthetic,0.9888,0.0112,True
rasa_Hindi_Male_027_multi_no_ra_hu_no,0,genuine,False,synthetic,0.7727,0.2273,False
rasa_Hindi_Male_027_multi_no_ra_hu_no,1,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_027_multi_no_ra_hu_no,2,human,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_027_multi_no_ra_hu_no,3,genuine,False,synthetic,0.5507,0.4493,False
rasa_Hindi_Male_027_multi_ou_hv_no_wn,0,outdoor,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_027_multi_ou_hv_no_wn,1,hvac,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_027_multi_ou_hv_no_wn,2,genuine,False,synthetic,0.5152,0.4848,False
rasa_Hindi_Male_027_multi_ou_hv_no_wn,3,white_noise,True,synthetic,0.9774,0.0226,True
rasa_Hindi_Male_027_multi_wn_no_ou_hv,0,white_noise,True,synthetic,0.9632,0.0368,True
rasa_Hindi_Male_027_multi_wn_no_ou_hv,1,genuine,False,synthetic,0.5575,0.4425,False
rasa_Hindi_Male_027_multi_wn_no_ou_hv,2,outdoor,True,synthetic,0.9983,0.0017,True
rasa_Hindi_Male_027_multi_wn_no_ou_hv,3,hvac,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_028_multi_hv_no_ou_wn,0,hvac,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_028_multi_hv_no_ou_wn,1,genuine,False,synthetic,0.748,0.252,False
rasa_Hindi_Male_028_multi_hv_no_ou_wn,2,outdoor,True,synthetic,0.9952,0.0048,True
rasa_Hindi_Male_028_multi_hv_no_ou_wn,3,white_noise,True,synthetic,0.9903,0.0097,True
rasa_Hindi_Male_028_multi_ra_wn_hu_no,0,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_028_multi_ra_wn_hu_no,1,white_noise,True,synthetic,0.9795,0.0205,True
rasa_Hindi_Male_028_multi_ra_wn_hu_no,2,human,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_028_multi_ra_wn_hu_no,3,genuine,False,synthetic,0.6922,0.3078,False
rasa_Hindi_Male_028_multi_wn_no_ou_hv,0,white_noise,True,synthetic,0.9777,0.0223,True
rasa_Hindi_Male_028_multi_wn_no_ou_hv,1,genuine,False,synthetic,0.748,0.252,False
rasa_Hindi_Male_028_multi_wn_no_ou_hv,2,outdoor,True,synthetic,0.9997,0.0003,True
rasa_Hindi_Male_028_multi_wn_no_ou_hv,3,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_028_multi_wn_ra_cr_no,0,white_noise,True,synthetic,0.9967,0.0033,True
rasa_Hindi_Male_028_multi_wn_ra_cr_no,1,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_028_multi_wn_ra_cr_no,2,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_028_multi_wn_ra_cr_no,3,genuine,False,synthetic,0.6922,0.3078,False
rasa_Hindi_Male_029_multi_hv_no_no_no,0,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_029_multi_hv_no_no_no,1,genuine,False,synthetic,0.872,0.128,False
rasa_Hindi_Male_029_multi_hv_no_no_no,2,genuine,False,synthetic,0.6551,0.3449,False
rasa_Hindi_Male_029_multi_hv_no_no_no,3,genuine,False,synthetic,0.7233,0.2767,False
rasa_Hindi_Male_029_multi_no_cr_no_no,0,genuine,False,synthetic,0.9766,0.0234,False
rasa_Hindi_Male_029_multi_no_cr_no_no,1,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_029_multi_no_cr_no_no,2,genuine,False,synthetic,0.6551,0.3449,False
rasa_Hindi_Male_029_multi_no_cr_no_no,3,genuine,False,synthetic,0.7233,0.2767,False
rasa_Hindi_Male_029_multi_no_no_ra_hv,0,genuine,False,synthetic,0.9766,0.0234,False
rasa_Hindi_Male_029_multi_no_no_ra_hv,1,genuine,False,synthetic,0.872,0.128,False
rasa_Hindi_Male_029_multi_no_no_ra_hv,2,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_029_multi_no_no_ra_hv,3,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_029_multi_no_ra_hv_cr,0,genuine,False,synthetic,0.9766,0.0234,False
rasa_Hindi_Male_029_multi_no_ra_hv_cr,1,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_029_multi_no_ra_hv_cr,2,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_029_multi_no_ra_hv_cr,3,crowd,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_030_multi_cr_no_no_no,0,crowd,True,synthetic,0.9996,0.0004,True
rasa_Hindi_Male_030_multi_cr_no_no_no,1,genuine,False,real,0.2921,0.7079,True
rasa_Hindi_Male_030_multi_cr_no_no_no,2,genuine,False,synthetic,0.5491,0.4509,False
rasa_Hindi_Male_030_multi_cr_no_no_no,3,genuine,False,synthetic,0.6041,0.3959,False
rasa_Hindi_Male_030_multi_hu_cr_no_no,0,human,True,synthetic,0.9991,0.0009,True
rasa_Hindi_Male_030_multi_hu_cr_no_no,1,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_030_multi_hu_cr_no_no,2,genuine,False,synthetic,0.5491,0.4509,False
rasa_Hindi_Male_030_multi_hu_cr_no_no,3,genuine,False,synthetic,0.6041,0.3959,False
rasa_Hindi_Male_030_multi_no_no_no_cr,0,genuine,False,real,0.235,0.765,True
rasa_Hindi_Male_030_multi_no_no_no_cr,1,genuine,False,real,0.2921,0.7079,True
rasa_Hindi_Male_030_multi_no_no_no_cr,2,genuine,False,synthetic,0.5491,0.4509,False
rasa_Hindi_Male_030_multi_no_no_no_cr,3,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_030_multi_no_ra_no_no,0,genuine,False,real,0.235,0.765,True
rasa_Hindi_Male_030_multi_no_ra_no_no,1,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_030_multi_no_ra_no_no,2,genuine,False,synthetic,0.5491,0.4509,False
rasa_Hindi_Male_030_multi_no_ra_no_no,3,genuine,False,synthetic,0.6041,0.3959,False
rasa_Hindi_Male_031_multi_no_cr_no_hu,0,genuine,False,synthetic,0.5865,0.4135,False
rasa_Hindi_Male_031_multi_no_cr_no_hu,1,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_031_multi_no_cr_no_hu,2,genuine,False,real,0.3,0.7,True
rasa_Hindi_Male_031_multi_no_cr_no_hu,3,human,True,synthetic,0.9992,0.0008,True
rasa_Hindi_Male_031_multi_no_hv_no_ra,0,genuine,False,synthetic,0.5865,0.4135,False
rasa_Hindi_Male_031_multi_no_hv_no_ra,1,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_031_multi_no_hv_no_ra,2,genuine,False,real,0.3,0.7,True
rasa_Hindi_Male_031_multi_no_hv_no_ra,3,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_031_multi_no_no_wn_no,0,genuine,False,synthetic,0.5865,0.4135,False
rasa_Hindi_Male_031_multi_no_no_wn_no,1,genuine,False,real,0.4256,0.5744,True
rasa_Hindi_Male_031_multi_no_no_wn_no,2,white_noise,True,synthetic,0.9824,0.0176,True
rasa_Hindi_Male_031_multi_no_no_wn_no,3,genuine,False,real,0.3359,0.6641,True
rasa_Hindi_Male_031_multi_wn_no_hv_hu,0,white_noise,True,synthetic,0.9868,0.0132,True
rasa_Hindi_Male_031_multi_wn_no_hv_hu,1,genuine,False,real,0.4256,0.5744,True
rasa_Hindi_Male_031_multi_wn_no_hv_hu,2,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_031_multi_wn_no_hv_hu,3,human,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_032_multi_no_no_no_ra,0,genuine,False,synthetic,0.6571,0.3429,False
rasa_Hindi_Male_032_multi_no_no_no_ra,1,genuine,False,real,0.2876,0.7124,True
rasa_Hindi_Male_032_multi_no_no_no_ra,2,genuine,False,synthetic,0.997,0.003,False
rasa_Hindi_Male_032_multi_no_no_no_ra,3,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_032_multi_wn_no_cr_hv,0,white_noise,True,synthetic,0.9956,0.0044,True
rasa_Hindi_Male_032_multi_wn_no_cr_hv,1,genuine,False,real,0.2876,0.7124,True
rasa_Hindi_Male_032_multi_wn_no_cr_hv,2,crowd,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_032_multi_wn_no_cr_hv,3,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_032_multi_wn_no_hu_ra,0,white_noise,True,synthetic,0.9615,0.0385,True
rasa_Hindi_Male_032_multi_wn_no_hu_ra,1,genuine,False,real,0.2876,0.7124,True
rasa_Hindi_Male_032_multi_wn_no_hu_ra,2,human,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_032_multi_wn_no_hu_ra,3,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_032_multi_wn_ou_no_hu,0,white_noise,True,synthetic,0.9884,0.0116,True
rasa_Hindi_Male_032_multi_wn_ou_no_hu,1,outdoor,True,synthetic,0.999,0.001,True
rasa_Hindi_Male_032_multi_wn_ou_no_hu,2,genuine,False,synthetic,0.997,0.003,False
rasa_Hindi_Male_032_multi_wn_ou_no_hu,3,human,True,synthetic,0.9997,0.0003,True
rasa_Hindi_Male_033_multi_no_hu_ou_cr,0,genuine,False,synthetic,0.5919,0.4081,False
rasa_Hindi_Male_033_multi_no_hu_ou_cr,1,human,True,synthetic,0.9996,0.0004,True
rasa_Hindi_Male_033_multi_no_hu_ou_cr,2,outdoor,True,synthetic,0.9887,0.0113,True
rasa_Hindi_Male_033_multi_no_hu_ou_cr,3,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_033_multi_no_no_ra_no,0,genuine,False,synthetic,0.5919,0.4081,False
rasa_Hindi_Male_033_multi_no_no_ra_no,1,genuine,False,synthetic,0.9195,0.0805,False
rasa_Hindi_Male_033_multi_no_no_ra_no,2,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_033_multi_no_no_ra_no,3,genuine,False,synthetic,0.5168,0.4832,False
rasa_Hindi_Male_033_multi_no_ou_cr_no,0,genuine,False,synthetic,0.5919,0.4081,False
rasa_Hindi_Male_033_multi_no_ou_cr_no,1,outdoor,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_033_multi_no_ou_cr_no,2,crowd,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_033_multi_no_ou_cr_no,3,genuine,False,synthetic,0.5168,0.4832,False
rasa_Hindi_Male_033_multi_ra_hv_hu_no,0,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_033_multi_ra_hv_hu_no,1,hvac,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_033_multi_ra_hv_hu_no,2,human,True,synthetic,0.9992,0.0008,True
rasa_Hindi_Male_033_multi_ra_hv_hu_no,3,genuine,False,synthetic,0.5168,0.4832,False
rasa_Hindi_Male_034_multi_no_hv_hu_wn,0,genuine,False,synthetic,0.5314,0.4686,False
rasa_Hindi_Male_034_multi_no_hv_hu_wn,1,hvac,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_034_multi_no_hv_hu_wn,2,human,True,synthetic,0.9996,0.0004,True
rasa_Hindi_Male_034_multi_no_hv_hu_wn,3,white_noise,True,synthetic,0.9894,0.0106,True
rasa_Hindi_Male_034_multi_no_hv_no_ou,0,genuine,False,synthetic,0.5314,0.4686,False
rasa_Hindi_Male_034_multi_no_hv_no_ou,1,hvac,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_034_multi_no_hv_no_ou,2,genuine,False,real,0.3347,0.6653,True
rasa_Hindi_Male_034_multi_no_hv_no_ou,3,outdoor,True,synthetic,0.9998,0.0002,True
rasa_Hindi_Male_034_multi_ra_no_no_cr,0,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_034_multi_ra_no_no_cr,1,genuine,False,real,0.23,0.77,True
rasa_Hindi_Male_034_multi_ra_no_no_cr,2,genuine,False,real,0.3347,0.6653,True
rasa_Hindi_Male_034_multi_ra_no_no_cr,3,crowd,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_034_multi_wn_no_ra_ou,0,white_noise,True,synthetic,0.9904,0.0096,True
rasa_Hindi_Male_034_multi_wn_no_ra_ou,1,genuine,False,real,0.23,0.77,True
rasa_Hindi_Male_034_multi_wn_no_ra_ou,2,rain,True,synthetic,1.0,0.0,True
rasa_Hindi_Male_034_multi_wn_no_ra_ou,3,outdoor,True,synthetic,0.9918,0.0082,True
rasa_Hindi_Male_035_multi_no_hv_no_ra,0,genuine,False,synthetic,0.7931,0.2069,False
rasa_Hindi_Male_035_multi_no_hv_no_ra,1,hvac,True,synthetic,0.9999,0.0001,True
rasa_Hindi_Male_035_multi_no_hv_no_ra,2,genuine,False,real,0.369,0.631,True
